ProgramName|ageLimit|ProgramDescription|programCategory|timeStart|timeEnd|duration|Date|channelNameURL
Buchające libido|18||0|23:00|0:50|0|2016-07-03|zest_tv
Gust na młody biust|18||0|0:50|2:05|0|2016-07-03|zest_tv
Upadłe aniołki|18||0|2:05|0|0|2016-07-03|zest_tv
Dzikie party|18||0|3:55|0|0|2016-07-03|zest_tv
Wojenna pociecha|18||0|23:00|0:35|0|2016-07-02|zest_tv
Dzikie party|18||0|0:35|1:40|0|2016-07-02|zest_tv
Seksuologia|18||0|1:40|0|0|2016-07-02|zest_tv
Podwładna|18||0|3:35|0|0|2016-07-02|zest_tv
Dzikie party|18||0|23:00|0:05|0|2016-07-01|zest_tv
Dajemy ciała!|18||0|0:05|1:55|0|2016-07-01|zest_tv
Seksowna włoska robota|18||0|1:55|0|0|2016-07-01|zest_tv
Edukacja Reevsa|18||0|3:15|0|0|2016-07-01|zest_tv
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-05|viva
VIVA Dance|0||0|8:00|10:00|0|2016-07-05|viva
100% Dance|0||0|10:00|0|0|2016-07-05|viva
VIVA Dance|0||0|12:00|14:00|0|2016-07-05|viva
100% Dance|0||0|14:00|16:00|0|2016-07-05|viva
VIVA Dance|0||0|16:00|18:00|0|2016-07-05|viva
100% Dance|0||0|18:00|20:00|0|2016-07-05|viva
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-05|viva
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-05|viva
VIVA Dance|0||0|0:00|2:00|0|2016-07-05|viva
VIVA Dance Mix|0||0|2:00|0|0|2016-07-05|viva
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-02|viva
Ty wybierasz|0||0|8:00|12:00|0|2016-07-02|viva
VIVA Dance|0||0|12:00|0|0|2016-07-02|viva
100% Dance|0||0|14:00|15:00|0|2016-07-02|viva
Club Chart|0||0|15:00|16:00|0|2016-07-02|viva
100% Dance|0||0|16:00|18:00|0|2016-07-02|viva
VIVA Dance|0||0|18:00|20:00|0|2016-07-02|viva
VIVA Power Dance|0||0|20:00|0:00|0|2016-07-02|viva
VIVA Dance|0||0|0:00|2:00|0|2016-07-02|viva
VIVA Dance Mix|0||0|2:00|0|0|2016-07-02|viva
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-01|viva
VIVA Dance|0||0|8:00|10:00|0|2016-07-01|viva
100% Dance|0||0|10:00|0|0|2016-07-01|viva
VIVA Dance|0||0|12:00|14:00|0|2016-07-01|viva
100% Dance|0||0|14:00|16:00|0|2016-07-01|viva
VIVA Dance|0||0|16:00|18:00|0|2016-07-01|viva
100% Dance|0||0|18:00|20:00|0|2016-07-01|viva
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-01|viva
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-01|viva
VIVA Dance|0||0|0:00|2:00|0|2016-07-01|viva
VIVA Dance Mix|0||0|2:00|0|0|2016-07-01|viva
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-03|viva
VIVA Dance|0||0|8:00|10:00|0|2016-07-03|viva
Ty wybierasz|0||0|10:00|0|0|2016-07-03|viva
VIVA Dance|0||0|12:00|13:00|0|2016-07-03|viva
Club Chart|0||0|13:00|14:00|0|2016-07-03|viva
VIVA Dance|0||0|14:00|16:00|0|2016-07-03|viva
100% Dance|0||0|16:00|18:00|0|2016-07-03|viva
VIVA Dance|0||0|18:00|20:00|0|2016-07-03|viva
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-03|viva
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-03|viva
VIVA Dance|0||0|0:00|2:00|0|2016-07-03|viva
VIVA Dance Mix|0||0|2:00|0|0|2016-07-03|viva
Młodzieńcze igraszki|18||0|23:00|23:30|0|2016-07-07|zest_tv
Wypad|18||0|23:30|0:00|0|2016-07-07|zest_tv
Grzeszni kochankowie|18||0|0:00|0|0|2016-07-07|zest_tv
Nice and naughty|18||0|0:20|0:50|0|2016-07-07|zest_tv
The Men 7 Show|18||0|0:50|1:40|0|2016-07-07|zest_tv
Pierwsze namiętności|18||0|1:40|2:00|0|2016-07-07|zest_tv
Młodzieńcze igraszki|18||0|2:00|2:30|0|2016-07-07|zest_tv
Wypad|18||0|2:30|3:00|0|2016-07-07|zest_tv
Grzeszni kochankowie|18||0|3:00|3:20|0|2016-07-07|zest_tv
Nice and naughty|18||0|3:20|3:50|0|2016-07-07|zest_tv
The Men 7 Show|18||0|3:50|4:40|0|2016-07-07|zest_tv
Pierwsze namiętności|18||0|4:40|0|0|2016-07-07|zest_tv
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-06|viva
VIVA Dance|0||0|8:00|10:00|0|2016-07-06|viva
100% Dance|0||0|10:00|0|0|2016-07-06|viva
VIVA Dance|0||0|12:00|14:00|0|2016-07-06|viva
100% Dance|0||0|14:00|16:00|0|2016-07-06|viva
VIVA Dance|0||0|16:00|18:00|0|2016-07-06|viva
100% Dance|0||0|18:00|20:00|0|2016-07-06|viva
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-06|viva
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-06|viva
VIVA Dance|0||0|0:00|2:00|0|2016-07-06|viva
VIVA Dance Mix|0||0|2:00|0|0|2016-07-06|viva
Młodzieńcze igraszki|18||0|23:00|23:30|0|2016-07-05|zest_tv
Wypad|18||0|23:30|0:00|0|2016-07-05|zest_tv
Grzeszni kochankowie|18||0|0:00|0|0|2016-07-05|zest_tv
Nice and naughty|18||0|0:20|0:50|0|2016-07-05|zest_tv
The Men 7 Show|18||0|0:50|1:40|0|2016-07-05|zest_tv
Pierwsze namiętności|18||0|1:40|2:00|0|2016-07-05|zest_tv
Młodzieńcze igraszki|18||0|2:00|2:30|0|2016-07-05|zest_tv
Wypad|18||0|2:30|3:00|0|2016-07-05|zest_tv
Grzeszni kochankowie|18||0|3:00|3:20|0|2016-07-05|zest_tv
Nice and naughty|18||0|3:20|3:50|0|2016-07-05|zest_tv
The Men 7 Show|18||0|3:50|4:40|0|2016-07-05|zest_tv
Pierwsze namiętności|18||0|4:40|0|0|2016-07-05|zest_tv
Młodzieńcze igraszki|18||0|23:00|23:30|0|2016-07-04|zest_tv
Wypad|18||0|23:30|0:00|0|2016-07-04|zest_tv
Grzeszni kochankowie|18||0|0:00|0|0|2016-07-04|zest_tv
Nice and naughty|18||0|0:20|0:50|0|2016-07-04|zest_tv
The Men 7 Show|18||0|0:50|1:40|0|2016-07-04|zest_tv
Pierwsze namiętności|18||0|1:40|2:00|0|2016-07-04|zest_tv
Młodzieńcze igraszki|18||0|2:00|2:30|0|2016-07-04|zest_tv
Wypad|18||0|2:30|3:00|0|2016-07-04|zest_tv
Grzeszni kochankowie|18||0|3:00|3:20|0|2016-07-04|zest_tv
Nice and naughty|18||0|3:20|3:50|0|2016-07-04|zest_tv
The Men 7 Show|18||0|3:50|4:40|0|2016-07-04|zest_tv
Pierwsze namiętności|18||0|4:40|0|0|2016-07-04|zest_tv
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-04|viva
VIVA Dance|0||0|8:00|10:00|0|2016-07-04|viva
100% Dance|0||0|10:00|0|0|2016-07-04|viva
VIVA Dance|0||0|12:00|14:00|0|2016-07-04|viva
100% Dance|0||0|14:00|16:00|0|2016-07-04|viva
VIVA Dance|0||0|16:00|18:00|0|2016-07-04|viva
100% Dance|0||0|18:00|20:00|0|2016-07-04|viva
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-04|viva
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-04|viva
VIVA Dance|0||0|0:00|2:00|0|2016-07-04|viva
VIVA Dance Mix|0||0|2:00|0|0|2016-07-04|viva
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-07|viva
VIVA Dance|0||0|8:00|10:00|0|2016-07-07|viva
100% Dance|0||0|10:00|0|0|2016-07-07|viva
VIVA Dance|0||0|12:00|14:00|0|2016-07-07|viva
100% Dance|0||0|14:00|16:00|0|2016-07-07|viva
VIVA Dance|0||0|16:00|18:00|0|2016-07-07|viva
100% Dance|0||0|18:00|20:00|0|2016-07-07|viva
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-07|viva
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-07|viva
VIVA Dance|0||0|0:00|2:00|0|2016-07-07|viva
VIVA Dance Mix|0||0|2:00|0|0|2016-07-07|viva
Młodzieńcze igraszki|18||0|23:00|23:30|0|2016-07-06|zest_tv
Wypad|18||0|23:30|0:00|0|2016-07-06|zest_tv
Grzeszni kochankowie|18||0|0:00|0|0|2016-07-06|zest_tv
Nice and naughty|18||0|0:20|0:50|0|2016-07-06|zest_tv
The Men 7 Show|18||0|0:50|1:40|0|2016-07-06|zest_tv
Pierwsze namiętności|18||0|1:40|2:00|0|2016-07-06|zest_tv
Młodzieńcze igraszki|18||0|2:00|2:30|0|2016-07-06|zest_tv
Wypad|18||0|2:30|3:00|0|2016-07-06|zest_tv
Grzeszni kochankowie|18||0|3:00|3:20|0|2016-07-06|zest_tv
Nice and naughty|18||0|3:20|3:50|0|2016-07-06|zest_tv
The Men 7 Show|18||0|3:50|4:40|0|2016-07-06|zest_tv
Pierwsze namiętności|18||0|4:40|0|0|2016-07-06|zest_tv
Nothing But the 80's|0||0|5:00|1:00|0|2016-07-03|vh1_classic
Never Mind the Classics|0||0|1:00|5:00|0|2016-07-03|vh1_classic
Wake Me Up Before You Go Go|0||0|5:00|0|0|2016-07-03|vh1_classic
Nothing But the 80's|0||0|5:00|1:00|0|2016-07-02|vh1_classic
Never Mind the Classics|0||0|1:00|5:00|0|2016-07-02|vh1_classic
Nothing But the 80's|0||0|5:00|0|0|2016-07-02|vh1_classic
Wake Me Up Before You Go Go|0||0|5:00|7:00|0|2016-07-01|vh1_classic
Nothing But Classics|0||0|7:00|10:00|0|2016-07-01|vh1_classic
We Are the 80s|0||0|10:00|0|0|2016-07-01|vh1_classic
80s Vs 90s|0||0|12:00|13:00|0|2016-07-01|vh1_classic
Smells Like the 90s|0||0|13:00|15:00|0|2016-07-01|vh1_classic
90s vs 00s|0||0|15:00|16:00|0|2016-07-01|vh1_classic
Flashback Fridays|0||0|16:00|20:00|0|2016-07-01|vh1_classic
Welcome To the Weekend!|0||0|20:00|22:00|0|2016-07-01|vh1_classic
The Rock Show|0||0|22:00|23:00|0|2016-07-01|vh1_classic
Never Mind the Classics|0||0|23:00|5:00|0|2016-07-01|vh1_classic
Nothing But the 80's|0||0|5:00|0|0|2016-07-01|vh1_classic
Wake Me Up Before You Go Go|0||0|5:00|7:00|0|2016-07-06|vh1_classic
Nothing But Classics|0||0|7:00|9:00|0|2016-07-06|vh1_classic
Guess the Year|0||0|9:00|0|0|2016-07-06|vh1_classic
We Are the 80s|0||0|10:00|12:00|0|2016-07-06|vh1_classic
80s Vs 90s|0||0|12:00|13:00|0|2016-07-06|vh1_classic
Smells Like the 90s|0||0|13:00|15:00|0|2016-07-06|vh1_classic
90s vs 00s|0||0|15:00|16:00|0|2016-07-06|vh1_classic
Wind Back Wednesdays|0||0|16:00|20:00|0|2016-07-06|vh1_classic
Guess the Year|0||0|20:00|21:00|0|2016-07-06|vh1_classic
Classic Power Ballads|0||0|21:00|22:00|0|2016-07-06|vh1_classic
The Rock Show|0||0|22:00|23:00|0|2016-07-06|vh1_classic
All Time Hits|0||0|23:00|1:00|0|2016-07-06|vh1_classic
Never Mind the Classics|0||0|1:00|5:00|0|2016-07-06|vh1_classic
Wake Me Up Before You Go Go|0||0|5:00|0|0|2016-07-06|vh1_classic
Wake Me Up Before You Go Go|0||0|5:00|7:00|0|2016-07-05|vh1_classic
Nothing But Classics|0||0|7:00|9:00|0|2016-07-05|vh1_classic
Guess the Year|0||0|9:00|0|0|2016-07-05|vh1_classic
We Are the 80s|0||0|10:00|12:00|0|2016-07-05|vh1_classic
80s Vs 90s|0||0|12:00|13:00|0|2016-07-05|vh1_classic
Smells Like the 90s|0||0|13:00|15:00|0|2016-07-05|vh1_classic
90s vs 00s|0||0|15:00|16:00|0|2016-07-05|vh1_classic
Turnback Time Tuesdays|0||0|16:00|20:00|0|2016-07-05|vh1_classic
Guess the Year|0||0|20:00|21:00|0|2016-07-05|vh1_classic
Classic Power Ballads|0||0|21:00|22:00|0|2016-07-05|vh1_classic
The Rock Show|0||0|22:00|23:00|0|2016-07-05|vh1_classic
All Time Hits|0||0|23:00|1:00|0|2016-07-05|vh1_classic
Never Mind the Classics|0||0|1:00|5:00|0|2016-07-05|vh1_classic
Wake Me Up Before You Go Go|0||0|5:00|0|0|2016-07-05|vh1_classic
Wake Me Up Before You Go Go|0||0|5:00|7:00|0|2016-07-04|vh1_classic
Nothing But Classics|0||0|7:00|9:00|0|2016-07-04|vh1_classic
Guess the Year|0||0|9:00|0|0|2016-07-04|vh1_classic
We Are the 80s|0||0|10:00|12:00|0|2016-07-04|vh1_classic
80s Vs 90s|0||0|12:00|13:00|0|2016-07-04|vh1_classic
Smells Like the 90s|0||0|13:00|15:00|0|2016-07-04|vh1_classic
90s vs 00s|0||0|15:00|16:00|0|2016-07-04|vh1_classic
Memory Lane Monday's|0||0|16:00|20:00|0|2016-07-04|vh1_classic
Guess the Year|0||0|20:00|21:00|0|2016-07-04|vh1_classic
Classic Power Ballads|0||0|21:00|22:00|0|2016-07-04|vh1_classic
The Rock Show|0||0|22:00|23:00|0|2016-07-04|vh1_classic
All Time Hits|0||0|23:00|1:00|0|2016-07-04|vh1_classic
Never Mind the Classics|0||0|1:00|5:00|0|2016-07-04|vh1_classic
Wake Me Up Before You Go Go|0||0|5:00|0|0|2016-07-04|vh1_classic
Wake Me Up Before You Go Go|0||0|5:00|7:00|0|2016-07-07|vh1_classic
Nothing But Classics|0||0|7:00|9:00|0|2016-07-07|vh1_classic
Guess the Year|0||0|9:00|0|0|2016-07-07|vh1_classic
We Are the 80s|0||0|10:00|12:00|0|2016-07-07|vh1_classic
80s Vs 90s|0||0|12:00|13:00|0|2016-07-07|vh1_classic
Smells Like the 90s|0||0|13:00|15:00|0|2016-07-07|vh1_classic
90s vs 00s|0||0|15:00|16:00|0|2016-07-07|vh1_classic
Throwback Thrusdays|0||0|16:00|20:00|0|2016-07-07|vh1_classic
Guess the Year|0||0|20:00|21:00|0|2016-07-07|vh1_classic
Classic Power Ballads|0||0|21:00|22:00|0|2016-07-07|vh1_classic
The Rock Show|0||0|22:00|23:00|0|2016-07-07|vh1_classic
All Time Hits|0||0|23:00|1:00|0|2016-07-07|vh1_classic
Never Mind the Classics|0||0|1:00|5:00|0|2016-07-07|vh1_classic
Wake Me Up Before You Go Go|0||0|5:00|0|0|2016-07-07|vh1_classic
Kamera bliżej natury|0||Program przyrodniczy|0:50|0|0|2016-07-07|tvr
Dublińskie zoo|0||Serial dokumentalny|6:00|6:30|0|2016-07-07|viasat_history_viasat_nature
Wodne skarby Chorwacji|0||Serial dokumentalny|6:30|7:25|0|2016-07-07|viasat_history_viasat_nature
Planeta Europa i reszta świata|0||Serial dokumentalny|7:25|0|0|2016-07-07|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|8:20|8:45|0|2016-07-07|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|8:45|9:10|0|2016-07-07|viasat_history_viasat_nature
Pogotowie ratunkowe dla zwierząt|0||Serial dokumentalny|9:10|10:00|0|2016-07-07|viasat_history_viasat_nature
Wodne skarby Chorwacji|0||Serial dokumentalny|10:00|10:55|0|2016-07-07|viasat_history_viasat_nature
Podwodny raj|7||Serial dokumentalny|10:55|11:20|0|2016-07-07|viasat_history_viasat_nature
Podwodny raj|7||Serial dokumentalny|11:20|11:50|0|2016-07-07|viasat_history_viasat_nature
Planeta Europa i reszta świata|0||Serial dokumentalny|11:50|12:45|0|2016-07-07|viasat_history_viasat_nature
Dublińskie zoo|0||Serial dokumentalny|12:45|13:10|0|2016-07-07|viasat_history_viasat_nature
Dublińskie zoo|0||Serial dokumentalny|13:10|13:35|0|2016-07-07|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|13:35|14:00|0|2016-07-07|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|14:00|14:25|0|2016-07-07|viasat_history_viasat_nature
Pogotowie ratunkowe dla zwierząt|0||Serial dokumentalny|14:25|15:15|0|2016-07-07|viasat_history_viasat_nature
Wodne skarby Chorwacji|0||Serial dokumentalny|15:15|16:10|0|2016-07-07|viasat_history_viasat_nature
Maleństwa w zoo|0||Serial dokumentalny|16:10|16:35|0|2016-07-07|viasat_history_viasat_nature
Maleństwa w zoo|0||Serial dokumentalny|16:35|17:05|0|2016-07-07|viasat_history_viasat_nature
Ekspedycja Birma|0||Serial dokumentalny|17:05|18:00|0|2016-07-07|viasat_history_viasat_nature
Zaginiony świat Aleksandra Wielkiego|0||Serial dokumentalny|18:00|18:50|0|2016-07-07|viasat_history_viasat_nature
Zakazana historia|0||Serial dokumentalny|18:50|19:40|0|2016-07-07|viasat_history_viasat_nature
Zbudować zamek|12||Serial dokumentalny|19:40|20:30|0|2016-07-07|viasat_history_viasat_nature
Ze wschodu na zachód: podróże ze środka ziemi|12||Serial dokumentalny|20:30|21:30|0|2016-07-07|viasat_history_viasat_nature
Superszpiedzy|0||Serial dokumentalny|21:30|22:20|0|2016-07-07|viasat_history_viasat_nature
Tunele I wojny światowej|0||Serial dokumentalny|22:20|23:10|0|2016-07-07|viasat_history_viasat_nature
Zakazana historia|0||Serial dokumentalny|23:10|23:55|0|2016-07-07|viasat_history_viasat_nature
Zaginiony świat Aleksandra Wielkiego|0||Serial dokumentalny|23:55|0:45|0|2016-07-07|viasat_history_viasat_nature
Muzeum pełne tajemnic|0||Serial dokumentalny|0:45|1:30|0|2016-07-07|viasat_history_viasat_nature
Tunele I wojny światowej|0||Serial dokumentalny|1:30|2:20|0|2016-07-07|viasat_history_viasat_nature
Wyprawy w czasie|0||Serial dokumentalny|2:20|3:10|0|2016-07-07|viasat_history_viasat_nature
Zakazana historia|0||Serial dokumentalny|3:10|3:55|0|2016-07-07|viasat_history_viasat_nature
Muzeum pełne tajemnic|0||Serial dokumentalny|3:55|4:45|0|2016-07-07|viasat_history_viasat_nature
Zaginiony świat Aleksandra Wielkiego|0||Serial dokumentalny|4:45|5:35|0|2016-07-07|viasat_history_viasat_nature
Destrukcyjne żywioły|0||Serial dokumentalny|5:35|0|0|2016-07-07|viasat_history_viasat_nature
Dublińskie zoo|0||Serial dokumentalny|6:00|6:30|0|2016-07-05|viasat_history_viasat_nature
Wodne skarby Chorwacji|0||Serial dokumentalny|6:30|7:25|0|2016-07-05|viasat_history_viasat_nature
Planeta Europa|0||Serial dokumentalny|7:25|0|0|2016-07-05|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|8:15|8:40|0|2016-07-05|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|8:40|9:10|0|2016-07-05|viasat_history_viasat_nature
Pogotowie ratunkowe dla zwierząt|0||Serial dokumentalny|9:10|10:00|0|2016-07-05|viasat_history_viasat_nature
Wodne skarby Chorwacji|0||Serial dokumentalny|10:00|10:55|0|2016-07-05|viasat_history_viasat_nature
Dziki instynkt|0||Serial dokumentalny|10:55|11:50|0|2016-07-05|viasat_history_viasat_nature
Planeta Europa i reszta świata|0||Serial dokumentalny|11:50|12:45|0|2016-07-05|viasat_history_viasat_nature
Dublińskie zoo|0||Serial dokumentalny|12:45|13:10|0|2016-07-05|viasat_history_viasat_nature
Dublińskie zoo|0||Serial dokumentalny|13:10|13:35|0|2016-07-05|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|13:35|14:00|0|2016-07-05|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|14:00|14:25|0|2016-07-05|viasat_history_viasat_nature
Pogotowie ratunkowe dla zwierząt|0||Serial dokumentalny|14:25|15:15|0|2016-07-05|viasat_history_viasat_nature
Wodne skarby Chorwacji|0||Serial dokumentalny|15:15|16:10|0|2016-07-05|viasat_history_viasat_nature
Anatomia gigantów natury|0||Serial dokumentalny|16:10|17:05|0|2016-07-05|viasat_history_viasat_nature
Maleństwa w zoo|0||Serial dokumentalny|17:05|17:30|0|2016-07-05|viasat_history_viasat_nature
Maleństwa w zoo|0||Serial dokumentalny|17:30|18:00|0|2016-07-05|viasat_history_viasat_nature
Zaginiony świat Aleksandra Wielkiego|0||Serial dokumentalny|18:00|18:50|0|2016-07-05|viasat_history_viasat_nature
Zakazana historia|0||Serial dokumentalny|18:50|19:40|0|2016-07-05|viasat_history_viasat_nature
Superszpiedzy|0||Serial dokumentalny|19:40|20:25|0|2016-07-05|viasat_history_viasat_nature
Dawni wojownicy operacji specjalnych|0||Serial dokumentalny|20:25|21:20|0|2016-07-05|viasat_history_viasat_nature
Tajemnice średniowiecznych morderstw|0||Serial dokumentalny|21:20|22:10|0|2016-07-05|viasat_history_viasat_nature
Wojna secesyjna|0||Serial dokumentalny|22:10|23:05|0|2016-07-05|viasat_history_viasat_nature
Zakazana historia|0||Serial dokumentalny|23:05|23:50|0|2016-07-05|viasat_history_viasat_nature
Zaginiony świat Aleksandra Wielkiego|0||Serial dokumentalny|23:50|0:40|0|2016-07-05|viasat_history_viasat_nature
Muzeum pełne tajemnic|0||Serial dokumentalny|0:40|1:25|0|2016-07-05|viasat_history_viasat_nature
Wojna secesyjna|0||Serial dokumentalny|1:25|2:20|0|2016-07-05|viasat_history_viasat_nature
Wyprawy w czasie|0||Serial dokumentalny|2:20|3:10|0|2016-07-05|viasat_history_viasat_nature
Zakazana historia|0||Serial dokumentalny|3:10|3:55|0|2016-07-05|viasat_history_viasat_nature
Muzeum pełne tajemnic|0||Serial dokumentalny|3:55|4:45|0|2016-07-05|viasat_history_viasat_nature
Zaginiony świat Aleksandra Wielkiego|0||Serial dokumentalny|4:45|5:35|0|2016-07-05|viasat_history_viasat_nature
Destrukcyjne żywioły|0||Serial dokumentalny|5:35|0|0|2016-07-05|viasat_history_viasat_nature
Strażnik Teksasu|12||Serial sensacyjny|6:00|7:00|0|2016-07-07|universal_channel
Hawaii Five-0|16||Serial kryminalny|7:00|8:00|0|2016-07-07|universal_channel
J.A.G. - Wojskowe Biuro Śledcze|7||Serial sensacyjny|8:00|0|0|2016-07-07|universal_channel
J.A.G. - Wojskowe Biuro Śledcze|7||Serial sensacyjny|9:00|10:00|0|2016-07-07|universal_channel
Strażnik Teksasu|12||Serial sensacyjny|10:00|11:00|0|2016-07-07|universal_channel
Hawaii Five-0|16||Serial kryminalny|11:00|12:00|0|2016-07-07|universal_channel
Arrow|7||Serial sensacyjny|12:00|13:00|41|2016-07-07|universal_channel
Bananowy doktor|7||Serial komediowy|13:00|14:00|0|2016-07-07|universal_channel
Strażnik Teksasu|12||Serial sensacyjny|14:00|15:00|0|2016-07-07|universal_channel
J.A.G. - Wojskowe Biuro Śledcze|7||Serial sensacyjny|15:00|16:00|0|2016-07-07|universal_channel
J.A.G. - Wojskowe Biuro Śledcze|7||Serial sensacyjny|16:00|17:00|60|2016-07-07|universal_channel
Detektyw Monk|7||Serial kryminalny|17:00|18:00|0|2016-07-07|universal_channel
Bananowy doktor|7||Serial komediowy|18:00|19:00|0|2016-07-07|universal_channel
Arrow|7||Serial sensacyjny|19:00|20:00|41|2016-07-07|universal_channel
Mentalista|12||Serial kryminalny|20:00|21:00|41|2016-07-07|universal_channel
Podmieniony Mikołaj|0||0|21:00|23:00|0|2016-07-07|universal_channel
Drugi świąteczny pocałunek|0||0|23:00|1:00|0|2016-07-07|universal_channel
Gwiazdka z eks|0||Film obyczajowy|1:00|3:00|90|2016-07-07|universal_channel
J.A.G. - Wojskowe Biuro Śledcze|7||Serial sensacyjny|3:00|4:00|60|2016-07-07|universal_channel
Arrow|7||Serial sensacyjny|4:00|5:00|41|2016-07-07|universal_channel
Bananowy doktor|7||Serial komediowy|5:00|0|0|2016-07-07|universal_channel
Dublińskie zoo|0||Serial dokumentalny|6:00|6:30|0|2016-07-06|viasat_history_viasat_nature
Wodne skarby Chorwacji|0||Serial dokumentalny|6:30|7:25|0|2016-07-06|viasat_history_viasat_nature
Planeta Europa i reszta świata|0||Serial dokumentalny|7:25|0|0|2016-07-06|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|8:20|8:45|0|2016-07-06|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|8:45|9:10|0|2016-07-06|viasat_history_viasat_nature
Pogotowie ratunkowe dla zwierząt|0||Serial dokumentalny|9:10|10:00|0|2016-07-06|viasat_history_viasat_nature
Wodne skarby Chorwacji|0||Serial dokumentalny|10:00|10:55|0|2016-07-06|viasat_history_viasat_nature
Maleństwa w zoo|0||Serial dokumentalny|10:55|11:20|0|2016-07-06|viasat_history_viasat_nature
Maleństwa w zoo|0||Serial dokumentalny|11:20|11:50|0|2016-07-06|viasat_history_viasat_nature
Planeta Europa i reszta świata|0||Serial dokumentalny|11:50|12:45|0|2016-07-06|viasat_history_viasat_nature
Dublińskie zoo|0||Serial dokumentalny|12:45|13:10|0|2016-07-06|viasat_history_viasat_nature
Dublińskie zoo|0||Serial dokumentalny|13:10|13:35|0|2016-07-06|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|13:35|14:00|0|2016-07-06|viasat_history_viasat_nature
Pomocne psy|0||Serial dokumentalny|14:00|14:25|0|2016-07-06|viasat_history_viasat_nature
Pogotowie ratunkowe dla zwierząt|0||Serial dokumentalny|14:25|15:15|0|2016-07-06|viasat_history_viasat_nature
Wodne skarby Chorwacji|0||Serial dokumentalny|15:15|16:10|0|2016-07-06|viasat_history_viasat_nature
Dziki instynkt|0||Serial dokumentalny|16:10|17:05|0|2016-07-06|viasat_history_viasat_nature
Podwodny raj|7||Serial dokumentalny|17:05|17:30|0|2016-07-06|viasat_history_viasat_nature
Podwodny raj|7||Serial dokumentalny|17:30|18:00|0|2016-07-06|viasat_history_viasat_nature
Zaginiony świat Aleksandra Wielkiego|0||Serial dokumentalny|18:00|18:50|0|2016-07-06|viasat_history_viasat_nature
Zakazana historia|0||Serial dokumentalny|18:50|19:40|0|2016-07-06|viasat_history_viasat_nature
Superszpiedzy|0||Serial dokumentalny|19:40|20:25|0|2016-07-06|viasat_history_viasat_nature
Dawni wojownicy operacji specjalnych|0||Serial dokumentalny|20:25|21:20|0|2016-07-06|viasat_history_viasat_nature
Tajemnice średniowiecznych morderstw|0||Serial dokumentalny|21:20|22:10|0|2016-07-06|viasat_history_viasat_nature
Wojna secesyjna|0||Serial dokumentalny|22:10|23:05|0|2016-07-06|viasat_history_viasat_nature
Zakazana historia|0||Serial dokumentalny|23:05|23:50|0|2016-07-06|viasat_history_viasat_nature
Zaginiony świat Aleksandra Wielkiego|0||Serial dokumentalny|23:50|0:40|0|2016-07-06|viasat_history_viasat_nature
Muzeum pełne tajemnic|0||Serial dokumentalny|0:40|1:25|0|2016-07-06|viasat_history_viasat_nature
Wojna secesyjna|0||Serial dokumentalny|1:25|2:20|0|2016-07-06|viasat_history_viasat_nature
Wyprawy w czasie|0||Serial dokumentalny|2:20|3:10|0|2016-07-06|viasat_history_viasat_nature
Zakazana historia|0||Serial dokumentalny|3:10|3:55|0|2016-07-06|viasat_history_viasat_nature
Muzeum pełne tajemnic|0||Serial dokumentalny|3:55|4:45|0|2016-07-06|viasat_history_viasat_nature
Zaginiony świat Aleksandra Wielkiego|0||Serial dokumentalny|4:45|5:35|0|2016-07-06|viasat_history_viasat_nature
Destrukcyjne żywioły|0||Serial dokumentalny|5:35|0|0|2016-07-06|viasat_history_viasat_nature
Dublińskie zoo|0||Serial dokumentalny|6:00|6:35|0|2016-07-04|viasat_history_viasat_nature
