ProgramName|ageLimit|ProgramDescription|programCategory|timeStart|timeEnd|duration|Date|channelNameURL
Mr. Toti|0||Serial animowany|12:50|13:00|0|2016-07-06|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|13:00|13:05|0|2016-07-06|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|13:05|13:15|0|2016-07-06|jim_jam
Kit i Kate|0||Serial animowany|13:15|13:20|0|2016-07-06|jim_jam
Kit i Kate|0||Serial animowany|13:20|13:25|0|2016-07-06|jim_jam
Messy jedzie do Okido|0||Serial animowany|13:25|13:36|0|2016-07-06|jim_jam
Messy jedzie do Okido|0||Serial animowany|13:36|13:50|0|2016-07-06|jim_jam
Tomek i przyjaciele|0||Serial dla dzieci|13:50|14:00|0|2016-07-06|jim_jam
Pingu|0||Serial animowany|14:00|14:05|0|2016-07-06|jim_jam
Pingu|0||Serial animowany|14:05|14:15|0|2016-07-06|jim_jam
Roztańczona Angelina|0||Serial animowany|14:15|14:30|5|2016-07-06|jim_jam
Strażak Sam|0||Serial dla dzieci|14:30|14:40|0|2016-07-06|jim_jam
Bob Budowniczy|0||Serial animowany|14:40|14:55|0|2016-07-06|jim_jam
To Timmy|0||Serial animowany|14:55|15:05|0|2016-07-06|jim_jam
To Timmy|0||Serial animowany|15:05|15:20|0|2016-07-06|jim_jam
Nouky i przyjaciele|0||Serial animowany|15:20|15:25|0|2016-07-06|jim_jam
Nouky i przyjaciele|0||Serial animowany|15:25|15:30|0|2016-07-06|jim_jam
Noksu|0||Serial animowany|15:30|15:35|5|2016-07-06|jim_jam
Noksu|0||Serial animowany|15:35|15:45|5|2016-07-06|jim_jam
Czas na zabawę|0||Serial dla dzieci|15:45|15:50|0|2016-07-06|jim_jam
Czas na zabawę|0||Serial dla dzieci|15:50|15:55|0|2016-07-06|jim_jam
Krecik Boj|0||Serial animowany|15:55|16:06|0|2016-07-06|jim_jam
Krecik Boj|0||Serial animowany|16:06|16:20|0|2016-07-06|jim_jam
Artur|0||Serial animowany|16:20|16:33|0|2016-07-06|jim_jam
Artur|0||Serial animowany|16:33|16:50|0|2016-07-06|jim_jam
Ćwierkające historie|0||Serial animowany|16:50|17:01|0|2016-07-06|jim_jam
Ćwierkające historie|0||Serial animowany|17:01|17:15|0|2016-07-06|jim_jam
Kit i Kate|0||Serial animowany|17:15|17:20|0|2016-07-06|jim_jam
Kit i Kate|0||Serial animowany|17:20|17:30|0|2016-07-06|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|17:30|17:41|0|2016-07-06|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|17:41|17:55|0|2016-07-06|jim_jam
Miś Uszatek|0||Serial animowany|17:55|18:05|0|2016-07-06|jim_jam
Miś Uszatek|0||Serial animowany|18:05|18:15|0|2016-07-06|jim_jam
Chmurkowe opowieści|0||Serial dla dzieci|18:15|18:25|0|2016-07-06|jim_jam
Chmurkowe opowieści|0||Serial dla dzieci|18:25|18:35|0|2016-07-06|jim_jam
Chmurkowe opowieści|0||Serial dla dzieci|18:35|18:50|0|2016-07-06|jim_jam
Usypianki|0||Serial dla dzieci|18:50|18:58|0|2016-07-06|jim_jam
DJ Miki|0||0|18:58|19:00|0|2016-07-06|jim_jam
Artur|0||Serial animowany|19:00|19:13|0|2016-07-06|jim_jam
Artur|0||Serial animowany|19:13|19:30|0|2016-07-06|jim_jam
Ćwierkające historie|0||Serial animowany|19:30|19:41|0|2016-07-06|jim_jam
Ćwierkające historie|0||Serial animowany|19:41|19:55|0|2016-07-06|jim_jam
Messy jedzie do Okido|0||Serial animowany|19:55|20:06|0|2016-07-06|jim_jam
Messy jedzie do Okido|0||Serial animowany|20:06|20:20|0|2016-07-06|jim_jam
Maciuś i Kiciuś|0||Serial animowany|20:20|20:27|0|2016-07-06|jim_jam
Maciuś i Kiciuś|0||Serial animowany|20:27|20:35|0|2016-07-06|jim_jam
DJ Miki|0||0|20:35|20:40|0|2016-07-06|jim_jam
Strażnicy miasta|0||Serial animowany|20:40|20:55|0|2016-07-06|jim_jam
Strażnicy miasta|0||Serial animowany|20:55|21:10|0|2016-07-06|jim_jam
Bob Budowniczy|0||Serial animowany|21:10|21:20|0|2016-07-06|jim_jam
Tomek i przyjaciele|0||Serial dla dzieci|21:20|21:35|0|2016-07-06|jim_jam
Pingu|0||Serial animowany|21:35|21:40|0|2016-07-06|jim_jam
Pingu|0||Serial animowany|21:40|21:45|0|2016-07-06|jim_jam
Roztańczona Angelina|0||Serial animowany|21:45|22:00|5|2016-07-06|jim_jam
Florka|0||0|22:00|22:11|0|2016-07-06|jim_jam
Florka|0||0|22:11|22:25|0|2016-07-06|jim_jam
Mr. Toti|0||Serial animowany|22:25|22:35|0|2016-07-06|jim_jam
Mr. Toti|0||Serial animowany|22:35|22:45|0|2016-07-06|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|22:45|22:56|0|2016-07-06|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|22:56|23:10|0|2016-07-06|jim_jam
Maciuś i Kiciuś|0||Serial animowany|23:10|23:15|0|2016-07-06|jim_jam
Maciuś i Kiciuś|0||Serial animowany|23:15|23:25|0|2016-07-06|jim_jam
Ćwierkające historie|0||Serial animowany|23:25|23:36|0|2016-07-06|jim_jam
Ćwierkające historie|0||Serial animowany|23:36|23:50|0|2016-07-06|jim_jam
Strażnicy miasta|0||Serial animowany|23:50|0:05|0|2016-07-06|jim_jam
Strażnicy miasta|0||Serial animowany|0:05|0:20|0|2016-07-06|jim_jam
Bob Budowniczy|0||Serial animowany|0:20|0:30|0|2016-07-06|jim_jam
Tomek i przyjaciele|0||Serial dla dzieci|0:30|0:45|0|2016-07-06|jim_jam
Pingu|0||Serial animowany|0:45|0:50|0|2016-07-06|jim_jam
Pingu|0||Serial animowany|0:50|1:00|0|2016-07-06|jim_jam
Barney i przyjaciele|0||Serial dla dzieci|1:00|1:25|0|2016-07-06|jim_jam
Barney i przyjaciele|0||Serial dla dzieci|1:25|1:55|0|2016-07-06|jim_jam
Roztańczona Angelina|0||Serial animowany|1:55|2:10|5|2016-07-06|jim_jam
Florka|0||0|2:10|2:21|0|2016-07-06|jim_jam
Podano do stołu|12||Serial komediowy|6:00|6:55|0|2016-07-02|itvn
44 szaleństwa młodości|12||Rozrywka|6:55|7:15|30|2016-07-02|itvn
Wszystko co chcielibyście wiedzieć o samochodach|12||0|7:15|0|0|2016-07-02|itvn
Lekarze|12||Serial obyczajowy|7:40|8:30|0|2016-07-02|itvn
Dzień dobry wakacje|12||Magazyn|8:30|10:55|0|2016-07-02|itvn
Maja w ogrodzie|0||Magazyn poradnikowy|10:55|11:20|0|2016-07-02|itvn
Co za tydzień|12||Magazyn|11:20|11:50|0|2016-07-02|itvn
Samochód marzeń - kup i zrób|12||Magazyn motoryzacyjny|11:50|12:35|0|2016-07-02|itvn
Doradca smaku|12||Magazyn kulinarny|12:35|12:45|0|2016-07-02|itvn
Julia|12||Serial obyczajowy|12:45|14:25|0|2016-07-02|itvn
Dzika ziemia|12||Serial obyczajowy|14:25|15:25|0|2016-07-02|itvn
Mam talent|12||Rozrywka|15:25|16:40|0|2016-07-02|itvn
Perfekcyjna pani domu|12||Reality show|16:40|17:25|0|2016-07-02|itvn
Kuchenne rewolucje|12||Reality show|17:25|18:10|0|2016-07-02|itvn
Lekarze|12||Serial obyczajowy|18:10|19:00|0|2016-07-02|itvn
Fakty|12||Wiadomości|19:00|19:25|0|2016-07-02|itvn
Sport|0||Wiadomości sportowe|19:25|19:35|5|2016-07-02|itvn
Pogoda|0||Pogoda|19:35|19:45|2|2016-07-02|itvn
Uwaga!|12||Magazyn reporterów|19:45|20:00|0|2016-07-02|itvn
Candice Renoir|16||Serial kryminalny|20:00|20:55|0|2016-07-02|itvn
Wyzwolone|16||Dramat obyczajowy|20:55|22:30|90|2016-07-02|itvn
Złodzieje|12||0|22:30|23:05|0|2016-07-02|itvn
Maratończyk|12||0|23:05|0:00|0|2016-07-02|itvn
Sablewskiej sposób na modę|12||Magazyn|0:00|0:35|0|2016-07-02|itvn
Samochód marzeń - kup i zrób|12||Magazyn motoryzacyjny|0:35|1:20|0|2016-07-02|itvn
Klinika urody|12||Magazyn|1:20|1:40|0|2016-07-02|itvn
Superwizjer|16||Magazyn reporterów|1:40|2:05|0|2016-07-02|itvn
Oskarżeni|16||Serial obyczajowy|2:05|3:00|0|2016-07-02|itvn
Fakty|12||Wiadomości|3:00|3:25|0|2016-07-02|itvn
Sport|0||Wiadomości sportowe|3:25|3:30|5|2016-07-02|itvn
Pogoda|0||Pogoda|3:30|3:35|2|2016-07-02|itvn
Uwaga!|12||Magazyn reporterów|3:35|3:55|0|2016-07-02|itvn
Morderstwa Agathy Christie|16||Serial kryminalny|3:55|5:25|0|2016-07-02|itvn
Odjazdowe bryki braci Collins|12||Magazyn motoryzacyjny|5:25|0|0|2016-07-02|itvn
Znajome kształty|0||Serial dla dzieci|5:55|6:05|0|2016-07-03|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|6:05|6:10|0|2016-07-03|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|6:10|0|0|2016-07-03|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|6:15|6:20|0|2016-07-03|jim_jam
Pingu|0||Serial animowany|6:20|6:25|0|2016-07-03|jim_jam
Pingu|0||Serial animowany|6:25|6:30|0|2016-07-03|jim_jam
Noksu|0||Serial animowany|6:30|6:35|5|2016-07-03|jim_jam
Noksu|0||Serial animowany|6:35|6:40|5|2016-07-03|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|6:40|6:51|0|2016-07-03|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|6:51|7:05|0|2016-07-03|jim_jam
Maciuś i Kiciuś|0||Serial animowany|7:05|7:12|0|2016-07-03|jim_jam
Maciuś i Kiciuś|0||Serial animowany|7:12|7:20|0|2016-07-03|jim_jam
Artur|0||Serial animowany|7:20|7:35|0|2016-07-03|jim_jam
Messy jedzie do Okido|0||Serial animowany|7:35|7:46|0|2016-07-03|jim_jam
Messy jedzie do Okido|0||Serial animowany|7:46|8:00|0|2016-07-03|jim_jam
To Timmy|0||Serial animowany|8:00|8:10|0|2016-07-03|jim_jam
To Timmy|0||Serial animowany|8:10|8:25|0|2016-07-03|jim_jam
Śpiewaj z Polsat Jim Jam|0||0|8:25|8:30|0|2016-07-03|jim_jam
Krecik Boj - Łowca przygód|0||0|8:30|8:55|0|2016-07-03|jim_jam
Ćwierkające historie|0||Serial animowany|8:55|9:05|0|2016-07-03|jim_jam
Ćwierkające historie|0||Serial animowany|9:05|9:20|0|2016-07-03|jim_jam
Krecik Boj|0||Serial animowany|9:20|9:31|0|2016-07-03|jim_jam
Krecik Boj|0||Serial animowany|9:31|9:45|0|2016-07-03|jim_jam
Nouky i przyjaciele|0||Serial animowany|9:45|9:50|0|2016-07-03|jim_jam
Nouky i przyjaciele|0||Serial animowany|9:50|10:00|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|10:00|10:05|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|10:05|10:10|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|10:10|10:15|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|10:15|10:20|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|10:20|10:30|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|10:30|10:35|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|10:35|10:40|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|10:40|10:45|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|10:45|10:50|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|10:50|11:00|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|11:00|11:05|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|11:05|11:10|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|11:10|11:15|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|11:15|11:20|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|11:20|11:30|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|11:30|11:35|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|11:35|11:40|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|11:40|11:45|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|11:45|11:50|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|11:50|12:00|0|2016-07-03|jim_jam
Maciuś i Kiciuś|0||Serial animowany|12:00|12:07|0|2016-07-03|jim_jam
Maciuś i Kiciuś|0||Serial animowany|12:07|12:15|0|2016-07-03|jim_jam
Ćwierkające historie|0||Serial animowany|12:15|12:26|0|2016-07-03|jim_jam
Ćwierkające historie|0||Serial animowany|12:26|12:40|0|2016-07-03|jim_jam
Czas na zabawę|0||Serial dla dzieci|12:40|12:45|0|2016-07-03|jim_jam
Czas na zabawę|0||Serial dla dzieci|12:45|12:50|0|2016-07-03|jim_jam
Strażak Sam|0||Serial dla dzieci|12:50|13:00|0|2016-07-03|jim_jam
Bob Budowniczy|0||Serial animowany|13:00|13:15|0|2016-07-03|jim_jam
Pingu|0||Serial animowany|13:15|13:20|0|2016-07-03|jim_jam
Pingu|0||Serial animowany|13:20|13:25|0|2016-07-03|jim_jam
Barney i przyjaciele|0||Serial dla dzieci|13:25|13:55|0|2016-07-03|jim_jam
Noksu|0||Serial animowany|13:55|14:00|5|2016-07-03|jim_jam
Noksu|0||Serial animowany|14:00|14:05|5|2016-07-03|jim_jam
Nouky i przyjaciele|0||Serial animowany|14:05|14:10|0|2016-07-03|jim_jam
Nouky i przyjaciele|0||Serial animowany|14:10|14:20|0|2016-07-03|jim_jam
Krecik Boj|0||Serial animowany|14:20|14:31|0|2016-07-03|jim_jam
Krecik Boj|0||Serial animowany|14:31|14:45|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|14:45|14:50|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|14:50|15:00|0|2016-07-03|jim_jam
Artur|0||Serial animowany|15:00|15:11|0|2016-07-03|jim_jam
Artur|0||Serial animowany|15:11|15:25|0|2016-07-03|jim_jam
Piesek Bali|0||Serial animowany|15:25|15:36|0|2016-07-03|jim_jam
Piesek Bali|0||Serial animowany|15:36|15:50|0|2016-07-03|jim_jam
Zabawkowy kącik Rufusa Kłopotka|0||Program dla dzieci|15:50|15:55|0|2016-07-03|jim_jam
Zabawkowy kącik Rufusa Kłopotka|0||Program dla dzieci|15:55|16:00|0|2016-07-03|jim_jam
Krecik Boj - Łowca przygód|0||0|16:00|16:25|0|2016-07-03|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|16:25|16:36|0|2016-07-03|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|16:36|16:50|0|2016-07-03|jim_jam
Ćwierkające historie|0||Serial animowany|16:50|17:00|0|2016-07-03|jim_jam
Ćwierkające historie|0||Serial animowany|17:00|17:15|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|17:15|17:20|0|2016-07-03|jim_jam
Kit i Kate|0||Serial animowany|17:20|17:30|0|2016-07-03|jim_jam
Messy jedzie do Okido|0||Serial animowany|17:30|17:41|0|2016-07-03|jim_jam
Messy jedzie do Okido|0||Serial animowany|17:41|17:55|0|2016-07-03|jim_jam
Miś Uszatek|0||Serial animowany|17:55|18:05|0|2016-07-03|jim_jam
Miś Uszatek|0||Serial animowany|18:05|18:15|0|2016-07-03|jim_jam
Chmurkowe opowieści|0||Serial dla dzieci|18:15|18:25|0|2016-07-03|jim_jam
Chmurkowe opowieści|0||Serial dla dzieci|18:25|18:35|0|2016-07-03|jim_jam
Chmurkowe opowieści|0||Serial dla dzieci|18:35|18:50|0|2016-07-03|jim_jam
Usypianki|0||Serial dla dzieci|18:50|18:58|0|2016-07-03|jim_jam
DJ Miki|0||0|18:58|19:00|0|2016-07-03|jim_jam
Artur|0||Serial animowany|19:00|19:13|0|2016-07-03|jim_jam
Artur|0||Serial animowany|19:13|19:25|0|2016-07-03|jim_jam
Ćwierkające historie|0||Serial animowany|19:25|19:35|0|2016-07-03|jim_jam
Ćwierkające historie|0||Serial animowany|19:35|19:50|0|2016-07-03|jim_jam
Piesek Bali|0||Serial animowany|19:50|20:03|0|2016-07-03|jim_jam
Piesek Bali|0||Serial animowany|20:03|20:20|0|2016-07-03|jim_jam
Florka|0||0|20:20|20:31|0|2016-07-03|jim_jam
Florka|0||0|20:31|20:45|0|2016-07-03|jim_jam
Mr. Toti|0||Serial animowany|20:45|20:53|0|2016-07-03|jim_jam
Mr. Toti|0||Serial animowany|20:53|21:05|0|2016-07-03|jim_jam
Messy jedzie do Okido|0||Serial animowany|21:05|21:16|0|2016-07-03|jim_jam
Messy jedzie do Okido|0||Serial animowany|21:16|21:30|0|2016-07-03|jim_jam
Krecik Boj|0||Serial animowany|21:30|21:41|0|2016-07-03|jim_jam
Krecik Boj|0||Serial animowany|21:41|21:55|0|2016-07-03|jim_jam
Artur|0||Serial animowany|21:55|22:06|0|2016-07-03|jim_jam
Artur|0||Serial animowany|22:06|22:20|0|2016-07-03|jim_jam
Piesek Bali|0||Serial animowany|22:20|22:31|0|2016-07-03|jim_jam
Piesek Bali|0||Serial animowany|22:31|22:45|0|2016-07-03|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|22:45|22:56|0|2016-07-03|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|22:56|23:10|0|2016-07-03|jim_jam
Maciuś i Kiciuś|0||Serial animowany|23:10|23:17|0|2016-07-03|jim_jam
Maciuś i Kiciuś|0||Serial animowany|23:17|23:25|0|2016-07-03|jim_jam
Ćwierkające historie|0||Serial animowany|23:25|23:35|0|2016-07-03|jim_jam
Ćwierkające historie|0||Serial animowany|23:35|23:50|0|2016-07-03|jim_jam
Strażnicy miasta|0||Serial animowany|23:50|0:05|0|2016-07-03|jim_jam
Strażnicy miasta|0||Serial animowany|0:05|0:20|0|2016-07-03|jim_jam
Bob Budowniczy|0||Serial animowany|0:20|0:30|0|2016-07-03|jim_jam
Tomek i przyjaciele|0||Serial dla dzieci|0:30|0:45|0|2016-07-03|jim_jam
Pingu|0||Serial animowany|0:45|0:50|0|2016-07-03|jim_jam
Pingu|0||Serial animowany|0:50|1:00|0|2016-07-03|jim_jam
Barney i przyjaciele|0||Serial dla dzieci|1:00|1:25|0|2016-07-03|jim_jam
Barney i przyjaciele|0||Serial dla dzieci|1:25|1:55|0|2016-07-03|jim_jam
Roztańczona Angelina|0||Serial animowany|1:55|2:10|5|2016-07-03|jim_jam
Florka|0||0|2:10|2:21|0|2016-07-03|jim_jam
Dzika ziemia|12||Serial obyczajowy|6:00|7:00|0|2016-07-03|itvn
Doradca smaku|12||Magazyn kulinarny|7:00|7:05|0|2016-07-03|itvn
Złodzieje|12||0|7:05|0|0|2016-07-03|itvn
Kuchenne rewolucje|12||Reality show|7:40|8:30|0|2016-07-03|itvn
Dzień dobry wakacje|12||Magazyn|8:30|10:55|0|2016-07-03|itvn
Kobieta na krańcu świata|12||Cykl reportaży|10:55|11:20|0|2016-07-03|itvn
Odjazdowe bryki braci Collins|12||Magazyn motoryzacyjny|11:20|11:55|0|2016-07-03|itvn
Wszystko jest możliwe|12||Film dokumentalny|11:55|12:50|54|2016-07-03|itvn
Doradca smaku|12||Magazyn kulinarny|12:50|12:55|0|2016-07-03|itvn
Podano do stołu|12||Serial komediowy|12:55|13:50|0|2016-07-03|itvn
Opowiedz mi historię|12||Serial obyczajowy|13:50|14:45|0|2016-07-03|itvn
Mityczne szlaki|12||Serial dokumentalny|14:45|15:40|0|2016-07-03|itvn
Na Wspólnej|12||Serial obyczajowy|15:40|17:05|0|2016-07-03|itvn
Wszystko co chcielibyście wiedzieć o samochodach|12||0|17:05|17:30|0|2016-07-03|itvn
Sablewskiej sposób na modę|12||Magazyn|17:30|18:05|0|2016-07-03|itvn
Wiem, co jem|12||Magazyn|18:05|18:30|0|2016-07-03|itvn
Najlepsze premiery motoryzacyjne|12||0|18:30|19:00|0|2016-07-03|itvn
Fakty|12||Wiadomości|19:00|19:25|0|2016-07-03|itvn
Sport|0||Wiadomości sportowe|19:25|19:35|5|2016-07-03|itvn
Pogoda|0||Pogoda|19:35|19:45|2|2016-07-03|itvn
Uwaga!|12||Magazyn reporterów|19:45|20:00|0|2016-07-03|itvn
44 szaleństwa młodości|12||Rozrywka|20:00|20:25|30|2016-07-03|itvn
Przepis na życie|12||Serial obyczajowy|20:25|21:10|0|2016-07-03|itvn
Morderstwa Agathy Christie|16||Serial kryminalny|21:10|22:40|0|2016-07-03|itvn
Sekrety lekarzy|12||Reality show|22:40|23:25|0|2016-07-03|itvn
Kochałem ją|12||0|23:25|1:15|0|2016-07-03|itvn
Miłość i zemsta|12||Serial sensacyjny|1:15|2:15|0|2016-07-03|itvn
Kuba Wojewódzki|16||Talk show|2:15|3:00|0|2016-07-03|itvn
Fakty|12||Wiadomości|3:00|3:25|0|2016-07-03|itvn
Sport|0||Wiadomości sportowe|3:25|3:30|5|2016-07-03|itvn
Pogoda|0||Pogoda|3:30|3:35|2|2016-07-03|itvn
Uwaga!|12||Magazyn reporterów|3:35|3:55|0|2016-07-03|itvn
Szczypta smaku|12||Magazyn kulinarny|3:55|4:20|0|2016-07-03|itvn
Wyzwolone|16||Dramat obyczajowy|4:20|0|90|2016-07-03|itvn
Znajome kształty|0||Serial dla dzieci|5:55|6:05|0|2016-07-01|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|6:05|6:10|0|2016-07-01|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|6:10|0|0|2016-07-01|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|6:15|6:25|0|2016-07-01|jim_jam
Artur|0||Serial animowany|6:25|6:40|0|2016-07-01|jim_jam
To Timmy|0||Serial animowany|6:40|6:50|0|2016-07-01|jim_jam
To Timmy|0||Serial animowany|6:50|7:00|0|2016-07-01|jim_jam
Krecik Boj|0||Serial animowany|7:00|7:11||2016-07-01|jim_jam
Krecik Boj|0||Serial animowany|7:11|7:25||2016-07-01|jim_jam
Ćwierkające historie|0||Serial animowany|7:25|7:36|0|2016-07-01|jim_jam
Ćwierkające historie|0||Serial animowany|7:36|7:50|0|2016-07-01|jim_jam
Kit i Kate|0||Serial animowany|7:50|7:55|0|2016-07-01|jim_jam
Kit i Kate|0||Serial animowany|7:55|8:05|0|2016-07-01|jim_jam
Messy jedzie do Okido|0||Serial animowany|8:05|8:16||2016-07-01|jim_jam
Messy jedzie do Okido|0||Serial animowany|8:16|8:30||2016-07-01|jim_jam
Gryzmołki Gryzmołka|0||Serial animowany|8:30|8:35|0|2016-07-01|jim_jam
Gryzmołki Gryzmołka|0||Serial animowany|8:35|8:40|0|2016-07-01|jim_jam
Zabawkowy kącik Rufusa Kłopotka|0||Program dla dzieci|8:40|8:45|0|2016-07-01|jim_jam
Zabawkowy kącik Rufusa Kłopotka|0||Program dla dzieci|8:45|8:50|0|2016-07-01|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|8:50|8:55|0|2016-07-01|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|8:55|9:00|0|2016-07-01|jim_jam
Czas na zabawę|0||Serial dla dzieci|9:00|9:05|0|2016-07-01|jim_jam
Czas na zabawę|0||Serial dla dzieci|9:05|9:15|0|2016-07-01|jim_jam
Noksu|0||Serial animowany|9:15|9:20|5|2016-07-01|jim_jam
Noksu|0||Serial animowany|9:20|9:30|5|2016-07-01|jim_jam
Nouky i przyjaciele|0||Serial animowany|9:30|9:35|0|2016-07-01|jim_jam
Nouky i przyjaciele|0||Serial animowany|9:35|9:40|0|2016-07-01|jim_jam
Znajome kształty|0||Serial dla dzieci|9:40|9:45|0|2016-07-01|jim_jam
Znajome kształty|0||Serial dla dzieci|9:45|9:55|0|2016-07-01|jim_jam
Śpiewaj z Polsat Jim Jam|0||0|9:55|10:00|0|2016-07-01|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|10:00|10:11|0|2016-07-01|jim_jam
Harry i wiaderko pełne dinozaurów|0||Serial animowany|10:11|10:25|0|2016-07-01|jim_jam
Maciuś i Kiciuś|0||Serial animowany|10:25|10:32|0|2016-07-01|jim_jam
Maciuś i Kiciuś|0||Serial animowany|10:32|10:40|0|2016-07-01|jim_jam
Ćwierkające historie|0||Serial animowany|10:40|10:51|0|2016-07-01|jim_jam
Ćwierkające historie|0||Serial animowany|10:51|11:05|0|2016-07-01|jim_jam
Krecik Boj|0||Serial animowany|11:05|11:16||2016-07-01|jim_jam
Krecik Boj|0||Serial animowany|11:16|11:30||2016-07-01|jim_jam
To Timmy|0||Serial animowany|11:30|11:40|0|2016-07-01|jim_jam
To Timmy|0||Serial animowany|11:40|11:55|0|2016-07-01|jim_jam
DJ Miki|0||0|11:55|12:00|0|2016-07-01|jim_jam
Miś Uszatek|0||Serial animowany|12:00|12:10|0|2016-07-01|jim_jam
Florka|0||0|12:10|12:25|0|2016-07-01|jim_jam
Agi Bagi|0||Serial animowany|12:25|12:40|0|2016-07-01|jim_jam
Mr. Toti|0||Serial animowany|12:40|12:50|0|2016-07-01|jim_jam
Mr. Toti|0||Serial animowany|12:50|13:00|0|2016-07-01|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|13:00|13:05|0|2016-07-01|jim_jam
Hugo, co to znaczy?|0||Serial dla dzieci|13:05|13:15|0|2016-07-01|jim_jam
Kit i Kate|0||Serial animowany|13:15|13:20|0|2016-07-01|jim_jam
Kit i Kate|0||Serial animowany|13:20|13:25|0|2016-07-01|jim_jam
Messy jedzie do Okido|0||Serial animowany|13:25|13:36||2016-07-01|jim_jam
Messy jedzie do Okido|0||Serial animowany|13:36|13:50||2016-07-01|jim_jam
Tomek i przyjaciele|0||Serial dla dzieci|13:50|14:00|0|2016-07-01|jim_jam
Pingu|0||Serial animowany|14:00|14:05|0|2016-07-01|jim_jam
Pingu|0||Serial animowany|14:05|14:15|0|2016-07-01|jim_jam
Roztańczona Angelina|0||Serial animowany|14:15|14:30|5|2016-07-01|jim_jam
Strażak Sam|0||Serial dla dzieci|14:30|14:40|0|2016-07-01|jim_jam
Bob Budowniczy|0||Serial animowany|14:40|14:55|0|2016-07-01|jim_jam
To Timmy|0||Serial animowany|14:55|15:05|0|2016-07-01|jim_jam
To Timmy|0||Serial animowany|15:05|15:20|0|2016-07-01|jim_jam
Nouky i przyjaciele|0||Serial animowany|15:20|15:25|0|2016-07-01|jim_jam
Nouky i przyjaciele|0||Serial animowany|15:25|15:30|0|2016-07-01|jim_jam
Noksu|0||Serial animowany|15:30|15:35|5|2016-07-01|jim_jam
Noksu|0||Serial animowany|15:35|15:45|5|2016-07-01|jim_jam
Czas na zabawę|0||Serial dla dzieci|15:45|15:50|0|2016-07-01|jim_jam
Czas na zabawę|0||Serial dla dzieci|15:50|15:55|0|2016-07-01|jim_jam
Krecik Boj|0||Serial animowany|15:55|16:06||2016-07-01|jim_jam
Krecik Boj|0||Serial animowany|16:06|16:20||2016-07-01|jim_jam
Artur|0||Serial animowany|16:20|16:33|0|2016-07-01|jim_jam
Artur|0||Serial animowany|16:33|16:50|0|2016-07-01|jim_jam
Ćwierkające historie|0||Serial animowany|16:50|17:01|0|2016-07-01|jim_jam
Ćwierkające historie|0||Serial animowany|17:01|17:15|0|2016-07-01|jim_jam
Kit i Kate|0||Serial animowany|17:15|17:20|0|2016-07-01|jim_jam
Kit i Kate|0||Serial animowany|17:20|17:30|0|2016-07-01|jim_jam
